date,day_of_week,page_loads,unique_visits,first_time_visits,returning_visits
10/13/2018,Saturday,3.409,2.379,2.006,373.0
10/14/2018,Sunday,4.722,3.357,2.859,498.0
10/15/2018,Monday,6.555,4.55,3.766,784.0
10/16/2018,Tuesday,7.079,4.652,3.893,759.0
10/17/2018,Wednesday,6.691,4.673,3.893,780.0
10/18/2018,Thursday,6.522,4.398,3.666,732.0
10/19/2018,Friday,4.922,3.39,2.857,533.0
10/20/2018,Saturday,3.409,2.399,1.99,409.0
10/21/2018,Sunday,4.483,3.092,2.623,469.0
10/22/2018,Monday,6.666,4.499,3.769,730.0
10/23/2018,Tuesday,6.991,4.677,3.916,761.0
10/24/2018,Wednesday,6.871,4.619,3.808,811.0
10/25/2018,Thursday,6.357,4.331,3.579,752.0
10/26/2018,Friday,5.114,3.468,2.827,641.0
10/27/2018,Saturday,3.456,2.4,2.006,394.0
10/28/2018,Sunday,4.924,3.251,2.735,516.0
10/29/2018,Monday,6.837,4.704,3.89,814.0
10/30/2018,Tuesday,6.481,4.547,3.798,749.0
10/31/2018,Wednesday,6.296,4.316,3.545,771.0
11/1/2018,Thursday,6.044,3.988,3.299,689.0
11/2/2018,Friday,4.86,3.326,2.738,588.0
11/3/2018,Saturday,3.43,2.289,1.946,343.0
11/4/2018,Sunday,4.638,3.236,2.744,492.0
11/5/2018,Monday,6.365,4.329,3.609,720.0
11/6/2018,Tuesday,6.33,4.291,3.556,735.0
11/7/2018,Wednesday,5.865,3.937,3.267,670.0
11/8/2018,Thursday,5.692,3.938,3.298,640.0
11/9/2018,Friday,5.026,3.533,2.917,616.0
11/10/2018,Saturday,3.506,2.428,2.018,410.0
11/11/2018,Sunday,4.778,3.265,2.709,556.0
11/12/2018,Monday,6.684,4.592,3.795,797.0
11/13/2018,Tuesday,6.766,4.72,3.918,802.0
11/14/2018,Wednesday,6.916,4.674,3.872,802.0
11/15/2018,Thursday,6.44,4.379,3.634,745.0
11/16/2018,Friday,5.066,3.497,2.863,634.0
11/17/2018,Saturday,3.503,2.489,2.043,446.0
11/18/2018,Sunday,4.855,3.321,2.691,630.0
11/19/2018,Monday,6.818,4.601,3.795,806.0
11/20/2018,Tuesday,6.239,4.424,3.64,784.0
11/21/2018,Wednesday,5.471,3.904,3.194,710.0
11/22/2018,Thursday,4.453,3.186,2.592,594.0
11/23/2018,Friday,4.062,2.892,2.347,545.0
11/24/2018,Saturday,3.485,2.445,1.987,458.0
11/25/2018,Sunday,4.906,3.371,2.815,556.0
11/26/2018,Monday,7.099,4.871,4.012,859.0
11/27/2018,Tuesday,7.503,5.181,4.267,914.0
11/28/2018,Wednesday,7.554,5.227,4.33,897.0
11/29/2018,Thursday,7.169,4.944,4.106,838.0
11/30/2018,Friday,5.608,3.895,3.211,684.0
12/1/2018,Saturday,4.055,2.8,2.306,494.0
12/2/2018,Sunday,5.611,3.906,3.259,647.0
12/3/2018,Monday,7.65,5.378,4.431,947.0
12/4/2018,Tuesday,7.372,5.225,4.328,897.0
12/5/2018,Wednesday,7.369,5.166,4.316,850.0
12/6/2018,Thursday,7.25,5.093,4.213,880.0
12/7/2018,Friday,5.735,4.032,3.296,736.0
12/8/2018,Saturday,4.614,3.24,2.699,541.0
12/9/2018,Sunday,5.979,4.062,3.352,710.0
12/10/2018,Monday,7.84,5.421,4.465,956.0
12/11/2018,Tuesday,7.659,5.267,4.33,937.0
12/12/2018,Wednesday,7.319,4.983,4.01,973.0
12/13/2018,Thursday,6.373,4.452,3.62,832.0
12/14/2018,Friday,4.897,3.404,2.776,628.0
12/15/2018,Saturday,3.325,2.209,1.833,376.0
12/16/2018,Sunday,3.874,2.671,2.206,465.0
12/17/2018,Monday,5.436,3.791,3.062,729.0
12/18/2018,Tuesday,5.174,3.562,2.945,617.0
12/19/2018,Wednesday,4.873,3.255,2.632,623.0
12/20/2018,Thursday,3.913,2.716,2.164,552.0
12/21/2018,Friday,2.934,1.979,1.543,436.0
12/22/2018,Saturday,1.523,1.074,846.0,228.0
12/23/2018,Sunday,1.859,1.223,997.0,226.0
12/24/2018,Monday,1.835,1.31,1.019,291.0
12/25/2018,Tuesday,1.852,1.214,955.0,259.0
12/26/2018,Wednesday,2.357,1.594,1.243,351.0
12/27/2018,Thursday,2.583,1.783,1.418,365.0
12/28/2018,Friday,2.477,1.613,1.279,334.0
12/29/2018,Saturday,1.694,1.197,990.0,207.0
12/30/2018,Sunday,1.985,1.34,1.097,243.0
12/31/2018,Monday,1.723,1.159,874.0,285.0
1/1/2019,Tuesday,1.715,1.168,891.0,277.0
1/2/2019,Wednesday,3.431,2.361,1.899,462.0
1/3/2019,Thursday,4.118,2.793,2.259,534.0
1/4/2019,Friday,3.504,2.373,1.936,437.0
1/5/2019,Saturday,2.308,1.609,1.348,261.0
1/6/2019,Sunday,2.925,2.046,1.648,398.0
1/7/2019,Monday,4.587,3.1,2.55,550.0
1/8/2019,Tuesday,4.731,3.182,2.585,597.0
1/9/2019,Wednesday,4.831,3.245,2.66,585.0
1/10/2019,Thursday,4.162,2.836,2.298,538.0
1/11/2019,Friday,3.726,2.476,1.999,477.0
1/12/2019,Saturday,2.458,1.722,1.413,309.0
1/13/2019,Sunday,3.266,2.264,1.878,386.0
1/14/2019,Monday,5.016,3.348,2.76,588.0
1/15/2019,Tuesday,4.732,3.32,2.738,582.0
1/16/2019,Wednesday,4.938,3.447,2.845,602.0
1/17/2019,Thursday,5.033,3.516,2.967,549.0
1/18/2019,Friday,4.114,2.731,2.236,495.0
1/19/2019,Saturday,2.78,1.929,1.599,330.0
1/20/2019,Sunday,4.205,2.367,1.974,393.0
1/21/2019,Monday,4.983,3.391,2.783,608.0
1/22/2019,Tuesday,5.182,3.674,3.052,622.0
1/23/2019,Wednesday,5.316,3.856,3.199,657.0
1/24/2019,Thursday,5.021,3.462,2.853,609.0
1/25/2019,Friday,4.23,2.882,2.382,500.0
1/26/2019,Saturday,2.743,1.882,1.541,341.0
1/27/2019,Sunday,3.89,2.622,2.232,390.0
1/28/2019,Monday,5.575,3.925,3.232,693.0
1/29/2019,Tuesday,5.732,3.866,3.26,606.0
1/30/2019,Wednesday,5.402,3.759,3.134,625.0
1/31/2019,Thursday,5.069,3.597,2.984,613.0
2/1/2019,Friday,4.222,2.923,2.364,559.0
2/2/2019,Saturday,2.864,1.902,1.596,306.0
2/3/2019,Sunday,3.598,2.447,2.044,403.0
2/4/2019,Monday,5.366,3.767,3.146,621.0
2/5/2019,Tuesday,5.427,3.757,3.124,633.0
2/6/2019,Wednesday,5.667,3.759,3.13,629.0
2/7/2019,Thursday,5.517,3.763,3.069,694.0
2/8/2019,Friday,4.42,2.943,2.429,514.0
2/9/2019,Saturday,3.15,2.274,1.911,363.0
2/10/2019,Sunday,4.264,2.962,2.47,492.0
2/11/2019,Monday,6.569,4.276,3.566,710.0
2/12/2019,Tuesday,6.145,4.092,3.391,701.0
2/13/2019,Wednesday,5.743,3.932,3.236,696.0
2/14/2019,Thursday,5.512,3.762,3.075,687.0
2/15/2019,Friday,4.127,2.952,2.377,575.0
2/16/2019,Saturday,3.309,2.195,1.809,386.0
2/17/2019,Sunday,3.761,2.669,2.217,452.0
2/18/2019,Monday,5.592,3.912,3.226,686.0
2/19/2019,Tuesday,6.1,4.322,3.575,747.0
2/20/2019,Wednesday,6.208,4.265,3.543,722.0
2/21/2019,Thursday,5.73,4.071,3.352,719.0
2/22/2019,Friday,4.372,3.073,2.508,565.0
2/23/2019,Saturday,3.378,2.259,1.871,388.0
2/24/2019,Sunday,4.367,3.012,2.524,488.0
2/25/2019,Monday,6.318,4.424,3.678,746.0
2/26/2019,Tuesday,6.431,4.304,3.53,774.0
2/27/2019,Wednesday,5.919,4.205,3.442,763.0
2/28/2019,Thursday,5.668,3.966,3.266,700.0
3/1/2019,Friday,4.581,3.178,2.594,584.0
3/2/2019,Saturday,3.383,2.263,1.878,385.0
3/3/2019,Sunday,4.311,3.005,2.476,529.0
3/4/2019,Monday,6.357,4.214,3.443,771.0
3/5/2019,Tuesday,6.092,4.092,3.343,749.0
3/6/2019,Wednesday,5.772,4.07,3.34,730.0
3/7/2019,Thursday,5.861,4.064,3.33,734.0
3/8/2019,Friday,4.6,3.147,2.59,557.0
3/9/2019,Saturday,3.39,2.218,1.849,369.0
3/10/2019,Sunday,4.099,2.898,2.397,501.0
3/11/2019,Monday,6.24,4.32,3.599,721.0
3/12/2019,Tuesday,5.871,4.127,3.375,752.0
3/13/2019,Wednesday,6.381,4.506,3.726,780.0
3/14/2019,Thursday,5.853,4.043,3.328,715.0
3/15/2019,Friday,4.425,3.116,2.499,617.0
3/16/2019,Saturday,2.961,2.099,1.685,414.0
3/17/2019,Sunday,4.008,2.744,2.258,486.0
3/18/2019,Monday,5.83,4.04,3.319,721.0
3/19/2019,Tuesday,6.089,4.164,3.448,716.0
3/20/2019,Wednesday,5.8,3.946,3.192,754.0
3/21/2019,Thursday,5.431,3.761,3.1,661.0
3/22/2019,Friday,4.56,3.071,2.543,528.0
3/23/2019,Saturday,3.256,2.254,1.859,395.0
3/24/2019,Sunday,4.156,2.858,2.386,472.0
3/25/2019,Monday,6.06,4.232,3.469,763.0
3/26/2019,Tuesday,6.191,4.344,3.578,766.0
3/27/2019,Wednesday,6.678,4.612,3.842,770.0
3/28/2019,Thursday,6.167,4.086,3.361,725.0
3/29/2019,Friday,4.441,3.147,2.601,546.0
3/30/2019,Saturday,3.243,2.325,1.949,376.0
3/31/2019,Sunday,4.26,3.039,2.543,496.0
4/1/2019,Monday,6.078,4.238,3.55,688.0
4/2/2019,Tuesday,6.824,4.656,3.833,823.0
4/3/2019,Wednesday,6.621,4.727,3.942,785.0
4/4/2019,Thursday,6.231,4.343,3.647,696.0
4/5/2019,Friday,4.776,3.346,2.719,627.0
4/6/2019,Saturday,3.148,2.319,1.924,395.0
4/7/2019,Sunday,4.357,3.05,2.511,539.0
4/8/2019,Monday,6.794,4.738,3.96,778.0
4/9/2019,Tuesday,6.688,4.505,3.736,769.0
4/10/2019,Wednesday,6.57,4.448,3.646,802.0
4/11/2019,Thursday,6.113,4.264,3.504,760.0
4/12/2019,Friday,4.856,3.336,2.726,610.0
4/13/2019,Saturday,3.401,2.409,2.011,398.0
4/14/2019,Sunday,4.551,3.197,2.6,597.0
4/15/2019,Monday,6.614,4.773,3.967,806.0
4/16/2019,Tuesday,7.019,4.837,4.037,800.0
4/17/2019,Wednesday,6.643,4.47,3.681,789.0
4/18/2019,Thursday,5.398,3.825,3.133,692.0
4/19/2019,Friday,4.323,2.981,2.482,499.0
4/20/2019,Saturday,3.546,2.442,2.02,422.0
4/21/2019,Sunday,4.312,3.045,2.534,511.0
4/22/2019,Monday,6.363,4.52,3.729,791.0
4/23/2019,Tuesday,6.797,4.968,4.147,821.0
4/24/2019,Wednesday,7.144,5.002,4.136,866.0
4/25/2019,Thursday,6.555,4.621,3.804,817.0
4/26/2019,Friday,5.4,3.78,3.089,691.0
4/27/2019,Saturday,3.71,2.465,2.038,427.0
4/28/2019,Sunday,4.788,3.294,2.728,566.0
4/29/2019,Monday,6.232,4.34,3.578,762.0
4/30/2019,Tuesday,6.093,4.264,3.44,824.0
5/1/2019,Wednesday,6.117,4.275,3.556,719.0
5/2/2019,Thursday,6.274,4.153,3.433,720.0
5/3/2019,Friday,4.774,3.37,2.763,607.0
5/4/2019,Saturday,3.437,2.462,1.999,463.0
5/5/2019,Sunday,4.33,3.009,2.457,552.0
5/6/2019,Monday,5.902,4.164,3.402,762.0
5/7/2019,Tuesday,6.064,4.258,3.469,789.0
5/8/2019,Wednesday,5.709,4.049,3.31,739.0
5/9/2019,Thursday,5.596,3.944,3.275,669.0
5/10/2019,Friday,4.498,3.144,2.494,650.0
5/11/2019,Saturday,3.258,2.119,1.702,417.0
5/12/2019,Sunday,3.571,2.565,2.07,495.0
5/13/2019,Monday,5.677,3.908,3.136,772.0
5/14/2019,Tuesday,5.534,3.669,2.977,692.0
5/15/2019,Wednesday,5.391,3.667,2.989,678.0
5/16/2019,Thursday,5.043,3.577,2.953,624.0
5/17/2019,Friday,3.993,2.795,2.254,541.0
5/18/2019,Saturday,2.565,1.876,1.545,331.0
5/19/2019,Sunday,3.369,2.364,1.954,410.0
5/20/2019,Monday,4.993,3.442,2.806,636.0
5/21/2019,Tuesday,4.728,3.406,2.813,593.0
5/22/2019,Wednesday,4.963,3.431,2.772,659.0
5/23/2019,Thursday,4.637,3.243,2.698,545.0
5/24/2019,Friday,3.694,2.559,2.07,489.0
5/25/2019,Saturday,2.46,1.658,1.347,311.0
5/26/2019,Sunday,3.006,2.064,1.693,371.0
5/27/2019,Monday,3.992,2.78,2.271,509.0
5/28/2019,Tuesday,4.96,3.403,2.767,636.0
5/29/2019,Wednesday,4.376,3.115,2.562,553.0
5/30/2019,Thursday,4.143,2.896,2.353,543.0
5/31/2019,Friday,3.359,2.363,1.909,454.0
6/1/2019,Saturday,2.218,1.474,1.221,253.0
6/2/2019,Sunday,2.768,1.845,1.516,329.0
6/3/2019,Monday,3.967,2.831,2.295,536.0
6/4/2019,Tuesday,4.501,3.008,2.426,582.0
6/5/2019,Wednesday,3.973,2.727,2.233,494.0
6/6/2019,Thursday,4.259,2.871,2.312,559.0
6/7/2019,Friday,3.181,2.313,1.869,444.0
6/8/2019,Saturday,2.17,1.583,1.324,259.0
6/9/2019,Sunday,2.81,1.93,1.586,344.0
6/10/2019,Monday,4.42,3.03,2.463,567.0
6/11/2019,Tuesday,4.793,3.258,2.664,594.0
6/12/2019,Wednesday,4.41,3.064,2.479,585.0
6/13/2019,Thursday,4.076,2.844,2.28,564.0
6/14/2019,Friday,3.287,2.265,1.789,476.0
6/15/2019,Saturday,2.176,1.467,1.201,266.0
6/16/2019,Sunday,2.516,1.747,1.419,328.0
6/17/2019,Monday,4.142,2.925,2.398,527.0
6/18/2019,Tuesday,4.225,3.013,2.461,552.0
6/19/2019,Wednesday,4.162,2.882,2.351,531.0
6/20/2019,Thursday,3.716,2.615,2.137,478.0
6/21/2019,Friday,3.333,2.275,1.853,422.0
6/22/2019,Saturday,1.918,1.36,1.118,242.0
6/23/2019,Sunday,2.344,1.621,1.317,304.0
6/24/2019,Monday,3.691,2.591,2.149,442.0
6/25/2019,Tuesday,4.035,2.77,2.247,523.0
6/26/2019,Wednesday,3.939,2.675,2.186,489.0
6/27/2019,Thursday,3.738,2.671,2.197,474.0
6/28/2019,Friday,2.846,2.021,1.657,364.0
6/29/2019,Saturday,1.733,1.199,983.0,216.0
6/30/2019,Sunday,2.184,1.494,1.24,254.0
7/1/2019,Monday,3.512,2.485,2.001,484.0
7/2/2019,Tuesday,3.675,2.636,2.163,473.0
7/3/2019,Wednesday,3.831,2.579,2.144,435.0
7/4/2019,Thursday,2.801,1.971,1.648,323.0
7/5/2019,Friday,2.552,1.79,1.446,344.0
7/6/2019,Saturday,1.95,1.291,1.11,181.0
7/7/2019,Sunday,2.11,1.477,1.209,268.0
7/8/2019,Monday,4.303,2.903,2.383,520.0
7/9/2019,Tuesday,3.883,2.799,2.335,464.0
7/10/2019,Wednesday,4.244,2.907,2.347,560.0
7/11/2019,Thursday,3.765,2.669,2.15,519.0
7/12/2019,Friday,3.286,2.276,1.816,460.0
7/13/2019,Saturday,1.851,1.305,1.063,242.0
7/14/2019,Sunday,2.58,1.754,1.433,321.0
7/15/2019,Monday,4.14,2.911,2.382,529.0
7/16/2019,Tuesday,4.076,2.785,2.285,500.0
7/17/2019,Wednesday,4.141,2.9,2.36,540.0
7/18/2019,Thursday,3.898,2.774,2.249,525.0
7/19/2019,Friday,3.027,2.078,1.641,437.0
7/20/2019,Saturday,1.831,1.271,1.033,238.0
7/21/2019,Sunday,2.282,1.617,1.356,261.0
7/22/2019,Monday,4.138,2.89,2.376,514.0
7/23/2019,Tuesday,4.049,2.868,2.344,524.0
7/24/2019,Wednesday,4.272,2.963,2.359,604.0
7/25/2019,Thursday,4.089,2.755,2.21,545.0
7/26/2019,Friday,3.277,2.264,1.842,422.0
7/27/2019,Saturday,1.954,1.308,1.069,239.0
7/28/2019,Sunday,2.111,1.509,1.239,270.0
7/29/2019,Monday,3.625,2.539,2.053,486.0
7/30/2019,Tuesday,4.415,2.906,2.386,520.0
7/31/2019,Wednesday,3.854,2.743,2.26,483.0
8/1/2019,Thursday,4.114,2.771,2.262,509.0
8/2/2019,Friday,3.492,2.28,1.874,406.0
8/3/2019,Saturday,1.849,1.312,1.096,216.0
8/4/2019,Sunday,2.239,1.63,1.347,283.0
8/5/2019,Monday,3.976,2.664,2.191,473.0
8/6/2019,Tuesday,4.061,2.833,2.284,549.0
8/7/2019,Wednesday,3.702,2.675,2.215,460.0
8/8/2019,Thursday,3.622,2.553,2.112,441.0
8/9/2019,Friday,3.039,2.033,1.66,373.0
8/10/2019,Saturday,1.848,1.265,1.049,216.0
8/11/2019,Sunday,2.082,1.502,1.242,260.0
8/12/2019,Monday,3.807,2.574,2.121,453.0
8/13/2019,Tuesday,3.993,2.667,2.215,452.0
8/14/2019,Wednesday,3.567,2.517,2.087,430.0
8/15/2019,Thursday,3.484,2.45,2.046,404.0
8/16/2019,Friday,2.994,2.022,1.663,359.0
8/17/2019,Saturday,1.793,1.276,1.074,202.0
8/18/2019,Sunday,2.422,1.721,1.477,244.0
8/19/2019,Monday,4.07,2.847,2.371,476.0
8/20/2019,Tuesday,3.987,2.8,2.293,507.0
8/21/2019,Wednesday,3.355,2.407,1.963,444.0
8/22/2019,Thursday,2.925,1.959,1.627,332.0
8/23/2019,Friday,3.01,2.143,1.769,374.0
8/24/2019,Saturday,1.896,1.38,1.151,229.0
8/25/2019,Sunday,2.501,1.791,1.497,294.0
8/26/2019,Monday,3.851,2.714,2.257,457.0
8/27/2019,Tuesday,4.403,3.075,2.622,453.0
8/28/2019,Wednesday,4.627,3.125,2.623,502.0
8/29/2019,Thursday,4.221,2.982,2.477,505.0
8/30/2019,Friday,3.025,2.102,1.727,375.0
8/31/2019,Saturday,1.998,1.386,1.179,207.0
9/1/2019,Sunday,2.297,1.645,1.414,231.0
9/2/2019,Monday,3.192,2.272,1.91,362.0
9/3/2019,Tuesday,4.087,2.921,2.434,487.0
9/4/2019,Wednesday,4.787,3.348,2.842,506.0
9/5/2019,Thursday,4.483,3.078,2.57,508.0
9/6/2019,Friday,3.571,2.483,2.095,388.0
9/7/2019,Saturday,2.263,1.566,1.343,223.0
9/8/2019,Sunday,2.948,2.118,1.827,291.0
9/9/2019,Monday,4.521,3.287,2.785,502.0
9/10/2019,Tuesday,4.563,3.251,2.758,493.0
9/11/2019,Wednesday,4.598,3.365,2.901,464.0
9/12/2019,Thursday,4.603,3.356,2.868,488.0
9/13/2019,Friday,3.349,2.508,2.121,387.0
9/14/2019,Saturday,2.437,1.716,1.451,265.0
9/15/2019,Sunday,3.188,2.367,2.082,285.0
9/16/2019,Monday,5.291,3.839,3.28,559.0
9/17/2019,Tuesday,5.477,3.815,3.273,542.0
9/18/2019,Wednesday,5.257,3.726,3.222,504.0
9/19/2019,Thursday,5.0,3.5,3.028,472.0
9/20/2019,Friday,3.89,2.822,2.407,415.0
9/21/2019,Saturday,2.654,1.994,1.739,255.0
9/22/2019,Sunday,3.656,2.64,2.328,312.0
9/23/2019,Monday,5.223,3.804,3.291,513.0
9/24/2019,Tuesday,5.276,3.826,3.287,539.0
9/25/2019,Wednesday,5.476,3.838,3.306,532.0
9/26/2019,Thursday,5.196,3.718,3.208,510.0
9/27/2019,Friday,4.052,2.863,2.448,415.0
9/28/2019,Saturday,2.635,1.945,1.696,249.0
9/29/2019,Sunday,4.076,2.895,2.541,354.0
9/30/2019,Monday,5.167,3.754,3.216,538.0
10/1/2019,Tuesday,4.972,3.634,3.082,552.0
10/2/2019,Wednesday,5.143,3.683,3.209,474.0
10/3/2019,Thursday,4.753,3.454,2.941,513.0
10/4/2019,Friday,3.795,2.854,2.44,414.0
10/5/2019,Saturday,2.92,2.118,1.827,291.0
10/6/2019,Sunday,3.95,2.85,2.471,379.0
10/7/2019,Monday,5.493,3.929,3.432,497.0
10/8/2019,Tuesday,5.652,4.186,3.705,481.0
10/9/2019,Wednesday,5.617,3.936,3.388,548.0
10/10/2019,Thursday,5.234,3.802,3.261,541.0
10/11/2019,Friday,4.118,3.147,2.674,473.0
10/12/2019,Saturday,2.863,2.111,1.803,308.0
10/13/2019,Sunday,4.032,3.013,2.645,368.0
10/14/2019,Monday,5.476,4.022,3.466,556.0
10/15/2019,Tuesday,5.542,4.117,3.572,545.0
10/16/2019,Wednesday,5.34,3.966,3.403,563.0
10/17/2019,Thursday,5.388,3.905,3.333,572.0
10/18/2019,Friday,4.309,3.097,2.675,422.0
10/19/2019,Saturday,3.117,2.223,1.897,326.0
10/20/2019,Sunday,4.234,3.081,2.679,402.0
10/21/2019,Monday,5.698,4.144,3.507,637.0
10/22/2019,Tuesday,5.721,4.132,3.536,596.0
10/23/2019,Wednesday,6.018,4.446,3.823,623.0
10/24/2019,Thursday,5.563,3.995,3.397,598.0
10/25/2019,Friday,4.159,2.961,2.461,500.0
10/26/2019,Saturday,2.732,2.057,1.753,304.0
10/27/2019,Sunday,3.901,2.854,2.46,394.0
10/28/2019,Monday,5.749,4.12,3.529,591.0
10/29/2019,Tuesday,5.821,4.14,3.576,564.0
10/30/2019,Wednesday,5.647,4.059,3.452,607.0
10/31/2019,Thursday,5.219,3.689,3.18,509.0
11/1/2019,Friday,4.054,3.01,2.604,406.0
11/2/2019,Saturday,2.815,2.17,1.889,281.0
11/3/2019,Sunday,4.253,3.063,2.603,460.0
11/4/2019,Monday,5.816,4.184,3.64,544.0
11/5/2019,Tuesday,5.843,4.176,3.549,627.0
11/6/2019,Wednesday,6.058,4.351,3.672,679.0
11/7/2019,Thursday,6.291,4.489,3.81,679.0
11/8/2019,Friday,4.604,3.357,2.839,518.0
11/9/2019,Saturday,3.354,2.337,2.0,337.0
11/10/2019,Sunday,4.19,3.075,2.634,441.0
11/11/2019,Monday,5.931,4.194,3.573,621.0
11/12/2019,Tuesday,6.443,4.589,3.877,712.0
11/13/2019,Wednesday,5.805,4.275,3.572,703.0
11/14/2019,Thursday,5.753,4.172,3.569,603.0
11/15/2019,Friday,4.709,3.452,2.927,525.0
11/16/2019,Saturday,3.418,2.506,2.136,370.0
11/17/2019,Sunday,4.821,3.387,2.872,515.0
11/18/2019,Monday,6.444,4.699,3.985,714.0
11/19/2019,Tuesday,6.607,4.772,4.119,653.0
11/20/2019,Wednesday,6.726,4.781,4.115,666.0
11/21/2019,Thursday,6.334,4.462,3.84,622.0
11/22/2019,Friday,4.575,3.214,2.724,490.0
11/23/2019,Saturday,3.414,2.474,2.118,356.0
11/24/2019,Sunday,4.535,3.242,2.787,455.0
11/25/2019,Monday,5.97,4.467,3.836,631.0
11/26/2019,Tuesday,5.63,4.115,3.522,593.0
11/27/2019,Wednesday,5.384,3.823,3.225,598.0
11/28/2019,Thursday,4.201,3.223,2.747,476.0
11/29/2019,Friday,3.799,2.947,2.504,443.0
11/30/2019,Saturday,3.301,2.443,2.053,390.0
12/1/2019,Sunday,4.42,3.308,2.849,459.0
12/2/2019,Monday,6.384,4.674,4.031,643.0
12/3/2019,Tuesday,6.964,4.975,4.285,690.0
12/4/2019,Wednesday,6.957,4.959,4.252,707.0
12/5/2019,Thursday,6.35,4.671,3.989,682.0
12/6/2019,Friday,5.324,3.796,3.258,538.0
12/7/2019,Saturday,3.795,2.76,2.362,398.0
12/8/2019,Sunday,5.013,3.636,3.159,477.0
12/9/2019,Monday,7.005,5.25,4.569,681.0
12/10/2019,Tuesday,6.606,4.791,4.131,660.0
12/11/2019,Wednesday,6.686,4.902,4.24,662.0
12/12/2019,Thursday,6.163,4.533,3.871,662.0
12/13/2019,Friday,4.581,3.272,2.801,471.0
12/14/2019,Saturday,2.93,2.24,1.958,282.0
12/15/2019,Sunday,3.585,2.672,2.28,392.0
12/16/2019,Monday,4.925,3.653,3.128,525.0
12/17/2019,Tuesday,4.743,3.441,2.895,546.0
12/18/2019,Wednesday,4.716,3.39,2.918,472.0
12/19/2019,Thursday,3.793,2.821,2.381,440.0
12/20/2019,Friday,2.688,1.906,1.583,323.0
12/21/2019,Saturday,1.682,1.177,1.02,157.0
12/22/2019,Sunday,1.88,1.411,1.19,221.0
12/23/2019,Monday,2.451,1.738,1.442,296.0
12/24/2019,Tuesday,1.644,1.197,977.0,220.0
12/25/2019,Wednesday,1.483,1.027,851.0,176.0
12/26/2019,Thursday,1.864,1.355,1.102,253.0
12/27/2019,Friday,1.927,1.319,1.109,210.0
12/28/2019,Saturday,1.679,1.219,1.019,200.0
12/29/2019,Sunday,1.962,1.299,1.111,188.0
12/30/2019,Monday,2.469,1.762,1.479,283.0
12/31/2019,Tuesday,1.75,1.192,1.005,187.0
1/1/2020,Wednesday,1.554,1.105,870.0,235.0
1/2/2020,Thursday,2.82,2.083,1.754,329.0
1/3/2020,Friday,2.97,2.18,1.859,321.0
1/4/2020,Saturday,2.111,1.526,1.3,226.0
1/5/2020,Sunday,2.393,1.788,1.514,274.0
1/6/2020,Monday,3.704,2.77,2.341,429.0
1/7/2020,Tuesday,3.76,2.915,2.492,423.0
1/8/2020,Wednesday,3.698,2.844,2.402,442.0
1/9/2020,Thursday,4.243,3.374,2.91,464.0
1/10/2020,Friday,3.177,2.415,2.043,372.0
1/11/2020,Saturday,2.361,1.834,1.581,253.0
1/12/2020,Sunday,2.762,2.238,1.961,277.0
1/13/2020,Monday,4.298,3.242,2.727,515.0
1/14/2020,Tuesday,3.838,2.884,2.45,434.0
1/15/2020,Wednesday,3.754,2.864,2.47,394.0
1/16/2020,Thursday,3.817,2.951,2.51,441.0
1/17/2020,Friday,3.175,2.419,2.006,413.0
1/18/2020,Saturday,2.336,1.927,1.681,246.0
1/19/2020,Sunday,2.597,2.031,1.717,314.0
1/20/2020,Monday,3.715,2.948,2.505,443.0
1/21/2020,Tuesday,4.459,3.501,3.017,484.0
1/22/2020,Wednesday,4.483,3.552,3.079,473.0
1/23/2020,Thursday,4.225,3.295,2.805,490.0
1/24/2020,Friday,3.111,2.484,2.131,353.0
1/25/2020,Saturday,2.353,1.784,1.535,249.0
1/26/2020,Sunday,3.198,2.52,2.213,307.0
1/27/2020,Monday,4.432,3.539,3.058,481.0
1/28/2020,Tuesday,4.664,3.654,3.148,506.0
1/29/2020,Wednesday,4.471,3.544,3.025,519.0
1/30/2020,Thursday,4.486,3.499,3.031,468.0
1/31/2020,Friday,3.527,2.704,2.304,400.0
2/1/2020,Saturday,2.514,1.995,1.728,267.0
2/2/2020,Sunday,2.993,2.409,2.106,303.0
2/3/2020,Monday,4.728,3.694,3.174,520.0
2/4/2020,Tuesday,4.883,3.982,3.472,510.0
2/5/2020,Wednesday,5.071,4.061,3.528,533.0
2/6/2020,Thursday,4.638,3.715,3.217,498.0
2/7/2020,Friday,3.757,2.942,2.512,430.0
2/8/2020,Saturday,2.761,2.193,1.89,303.0
2/9/2020,Sunday,3.423,2.849,2.498,351.0
2/10/2020,Monday,5.066,4.016,3.464,552.0
2/11/2020,Tuesday,4.928,4.045,3.499,546.0
2/12/2020,Wednesday,4.996,4.019,3.497,522.0
2/13/2020,Thursday,5.004,3.823,3.188,635.0
2/14/2020,Friday,3.675,2.949,2.529,420.0
2/15/2020,Saturday,2.556,2.024,1.757,267.0
2/16/2020,Sunday,3.732,2.808,2.361,447.0
2/17/2020,Monday,4.958,3.951,3.382,569.0
2/18/2020,Tuesday,4.869,3.806,3.273,533.0
2/19/2020,Wednesday,5.224,4.042,3.495,547.0
2/20/2020,Thursday,4.89,3.748,3.212,536.0
2/21/2020,Friday,3.678,2.914,2.528,386.0
2/22/2020,Saturday,2.456,2.025,1.759,266.0
